Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Device_Type,Location,Network_ID,Fraud_Label
0134ea5b-1258-4435-86a8-46520f2a9d34,S3504,R395,70274,2024-04-15 16:40:37,USSD,Garissa,Safaricom,1
3e2b53b1-3657-4400-a45b-a4bb898036be,S482,R4791,39340,2024-10-20 08:02:35,USSD,Naivasha,Safaricom,0
0da07f84-dc6f-4c36-b444-07d85004b1d0,S2902,R2854,93366,2024-05-07 12:05:42,USSD,Bungoma,Telkom,0
f647d04c-b302-49f2-9738-17f7a25f8253,S2020,R3131,99505,2024-12-03 06:02:29,Mobile_App,Mombasa,Telkom,0
c1420f4d-8c80-483f-bcb9-737f13bf2d94,S2593,R1343,35298,2024-07-02 06:41:53,Mobile_App,Nanyuki,Telkom,1
58631438-da14-4e0e-b16f-92304b158215,S3354,R25,73085,2024-09-07 22:28:15,Web_Portal,Mombasa,Airtel,1
9c18415b-1358-4e76-bd8a-00476327cae6,S3752,R3499,68685,2024-11-03 21:36:11,USSD,Kilifi,Airtel,1
79d8cfb6-9033-4907-bef3-d6997c5b1bd4,S3672,R2525,19393,2024-06-10 23:16:57,Mobile_App,Kisumu,Safaricom,1
ca9afa30-ce00-4729-9682-28b9a434a8f5,S3225,R2649,50381,2024-07-28 10:40:13,Mobile_App,Nanyuki,Airtel,1
21b42e1e-7fe4-4149-97bc-78f133486278,S2860,R4477,96591,2024-04-25 08:19:22,USSD,Malindi,Safaricom,0
27e892fe-c02f-4f92-9e38-64a28778d801,S408,R4077,29110,2024-11-03 09:50:03,USSD,Meru,Airtel,1
130ac24a-123e-4ce3-a3bb-680df6b8a271,S186,R4703,19943,2024-03-19 16:48:32,Mobile_App,Kitale,Airtel,0
7047a63c-c9aa-40ab-80e7-8eb5847504cb,S2124,R1766,48164,2024-06-19 20:49:40,Web_Portal,Thika,Safaricom,1
1e6ea75a-feee-45f9-a62b-711894b58073,S591,R1256,67636,2024-07-07 07:18:56,Mobile_App,Nanyuki,Airtel,1
65fb21d8-dddc-406b-b241-f1ef59641340,S4976,R2583,79257,2024-05-22 16:48:26,Mobile_App,Naivasha,Airtel,0
cc73ee56-0456-455a-9513-ee44c22ca075,S1314,R3064,66722,2024-12-09 21:19:12,Mobile_App,Thika,Airtel,1
31a5aa96-0df8-467a-b04a-9ef5dcae432c,S2182,R4675,77450,2024-11-30 19:34:35,USSD,Kajiado,Telkom,0
eb83fe90-76ad-48c8-9591-6f236f9d4f85,S4906,R273,12386,2024-08-06 17:28:43,Web_Portal,Nyeri,Telkom,0
548ef946-96a7-4970-8234-191afd6aa4e7,S1446,R1629,51839,2024-03-20 06:11:34,Mobile_App,Kajiado,Airtel,1
a6222c5e-54f3-42f5-ac43-d94d6d5b0911,S2996,R4568,86655,2024-09-12 20:48:10,USSD,Meru,Telkom,0
8d00ff28-e532-4446-afd7-dbe2e860f113,S4658,R2710,70185,2024-02-03 21:29:34,USSD,Kitale,Safaricom,0
fbd1c247-fbed-4801-827a-cc3751b3206c,S3829,R427,11346,2024-04-13 10:13:11,Web_Portal,Homa Bay,Telkom,1
cc7b4f6f-f8e4-41ff-8447-3de9974ab40b,S2582,R2706,33519,2024-07-07 23:04:48,Web_Portal,Homa Bay,Safaricom,1
439a22a9-a778-43f6-973a-de4c89c59ef9,S608,R4288,30836,2024-11-26 09:25:25,Mobile_App,Mombasa,Airtel,1
ead980cd-797a-4962-b187-63ca7d807c5b,S2005,R2785,89881,2024-12-18 14:30:26,Web_Portal,Kakamega,Telkom,0
b41a0d00-550e-4b13-a565-7380df714cc8,S1537,R4994,52653,2024-04-09 14:46:15,USSD,Bungoma,Airtel,0
739fb776-63b8-4086-b9e5-3eb046f09926,S1365,R4783,61169,2024-08-20 09:47:01,Mobile_App,Kisumu,Safaricom,0
8bcc9f21-6b19-492d-83b4-80da60d3d8a0,S1759,R2886,36206,2024-11-29 09:51:38,Mobile_App,Nanyuki,Safaricom,1
14838a2c-3cea-4f40-a53a-8bcb6a25016a,S2440,R165,94066,2024-03-03 13:37:29,Web_Portal,Kitale,Safaricom,0
b9532c38-56e9-491b-8055-1ed779f3e342,S1171,R2478,1628,2024-09-27 11:04:32,Web_Portal,Homa Bay,Telkom,1
661d7550-bfc9-4793-8cb5-ef72ebcc5aed,S2449,R1809,60313,2024-06-21 08:26:06,USSD,Bungoma,Safaricom,1
68cdb648-d784-4da6-a96f-4dc0507e6f39,S113,R2747,23342,2024-10-21 07:26:54,Mobile_App,Nyeri,Telkom,1
5292fdb1-f28a-4b92-9fe5-ba6aedcd51f4,S347,R1334,19250,2024-05-24 18:38:21,USSD,Nairobi,Airtel,1
036631e8-fbdb-4949-9c32-89e38d59d5d7,S971,R4868,70339,2024-11-23 11:30:48,Web_Portal,Lamu,Telkom,1
e3f5968e-be45-4e68-bde0-8eed28356a05,S3478,R1949,17435,2024-02-03 08:10:41,Mobile_App,Nanyuki,Safaricom,1
db1c7683-3bc1-49c7-a343-6115f9fb5cb9,S1728,R3124,89727,2024-01-19 19:52:31,Mobile_App,Kisumu,Telkom,0
d448b358-d452-4efc-85b7-69a2fa0cfaa1,S4521,R1826,25746,2024-09-02 21:39:18,Mobile_App,Garissa,Safaricom,0
161b32a4-a0b4-4416-b0df-44666f135c3e,S4003,R1815,50152,2024-05-11 22:14:56,USSD,Garissa,Telkom,0
dffa122b-0ea8-459d-ba83-c82fc4eddb2e,S4804,R555,75008,2024-07-13 12:04:38,Mobile_App,Kitale,Telkom,1
bc080453-25a2-4b88-9793-1b354f3b0167,S1759,R2675,95631,2024-09-20 10:14:52,Mobile_App,Kajiado,Airtel,0
8eeea161-aa51-4e55-a769-a649d165d385,S3731,R1018,29129,2024-07-12 12:17:25,Web_Portal,Naivasha,Airtel,0
592a3b6b-2be4-4505-955a-dbe437ac207a,S4330,R1928,91139,2024-06-22 11:15:43,USSD,Kisumu,Airtel,0
5d6be593-fbd9-4542-a73f-d9919811bc00,S4490,R2104,68336,2024-06-29 12:58:11,USSD,Kericho,Telkom,0
8ce27fb9-b540-4b3c-a118-79afa88b3314,S1207,R4860,30506,2024-07-03 23:19:15,Mobile_App,Isiolo,Telkom,0
385e276b-26f2-4a6c-95d0-2e095582cca2,S1656,R4032,25919,2024-11-25 20:00:24,USSD,Eldoret,Airtel,0
47eeb2da-0e81-496b-967e-742a3d2f8e74,S3413,R1485,35917,2024-11-06 09:28:48,Web_Portal,Garissa,Airtel,1
c2e6f2a0-0fbc-4e20-b38a-ef38f72daedb,S924,R4151,48325,2024-05-05 18:54:15,Mobile_App,Eldoret,Safaricom,1
5856f5f6-16f1-4228-99ea-3d4c7210b142,S1060,R1760,70513,2024-08-25 16:58:50,Mobile_App,Bungoma,Telkom,0
6952c8d5-642a-4181-9827-e61146b6f7bc,S2146,R919,2808,2024-05-15 11:54:01,Mobile_App,Voi,Airtel,1
f05a3a63-dbda-47a9-83a3-b19e4d2c6c73,S1552,R1215,20311,2024-11-18 17:31:21,USSD,Voi,Airtel,0
6e91d9e0-9576-43dc-9623-36f7e8695a19,S3362,R2775,15138,2024-05-23 07:25:52,USSD,Kajiado,Telkom,0
af3b1980-6755-490b-90dd-55354ca5ebaa,S1050,R2287,77692,2024-02-16 09:29:10,USSD,Isiolo,Telkom,0
37f60817-2d50-4544-bddc-75f916487dde,S4732,R1249,7132,2024-07-23 10:42:07,USSD,Garissa,Telkom,1
6c48947d-3095-4240-a09a-e9223880694f,S2255,R185,95430,2024-07-27 09:45:20,Web_Portal,Nakuru,Airtel,0
e93c6cac-1dd8-4708-b312-204b44c4e5c4,S3031,R4274,70502,2024-04-04 10:35:33,Web_Portal,Lamu,Safaricom,1
feccdfbf-595d-4a23-8a53-3661b11ba9ba,S1156,R1484,55275,2024-05-17 17:38:57,Web_Portal,Machakos,Telkom,1
584f1c6b-2b11-47db-9379-9dbd0c2a4490,S2164,R4050,79785,2024-01-08 13:39:54,Web_Portal,Isiolo,Airtel,0
43e9b530-6839-4cf0-a800-b0d95f939564,S712,R1850,35113,2024-05-09 12:20:22,Mobile_App,Mombasa,Airtel,1
2864f532-b61b-4ffe-b81f-f7235ef0e98b,S1348,R2860,35293,2024-12-07 23:19:42,Mobile_App,Embu,Telkom,0
92e136b2-751b-4e86-843a-8ff2d6bfaa49,S3140,R3345,87843,2024-07-01 21:35:54,Web_Portal,Nakuru,Airtel,0
9e690dca-a12b-4e3a-9494-e314e2b0a247,S3874,R2546,67806,2024-01-07 21:41:13,USSD,Meru,Safaricom,0
e14e7c15-1bf5-409a-a9d1-9ffb76fb0aaf,S3203,R3264,69142,2024-01-19 20:24:47,Mobile_App,Kitale,Telkom,1
2047b958-8036-4a76-aab1-6134311806d4,S722,R1611,74154,2024-11-02 06:04:01,Mobile_App,Lamu,Safaricom,1
1ce574ed-3a41-47f5-bea8-fbb5d8d1e330,S3869,R2173,22358,2024-05-31 10:55:45,Web_Portal,Nanyuki,Airtel,0
5d1b15bd-fa1c-4579-9fcd-6de324abbf01,S887,R3386,65550,2024-06-22 23:06:32,Web_Portal,Lamu,Safaricom,1
57857a59-1cc9-41ec-b67f-1fadfbd6a687,S1414,R2100,95465,2024-05-31 09:23:21,Web_Portal,Nanyuki,Airtel,0
c92a54c7-ceee-4449-8e85-f3e7e498526e,S3773,R82,85005,2024-06-06 11:02:57,Mobile_App,Kilifi,Safaricom,1
ef678ecf-24b6-46a6-be25-0e26b4c8219c,S753,R1051,5661,2024-09-05 21:22:33,Web_Portal,Lamu,Telkom,1
2cea43b5-4ba8-4abe-9985-a5f1ca4c04b5,S4823,R4674,18053,2024-02-25 23:18:10,USSD,Thika,Telkom,1
44fb81f8-041a-47a2-a64b-7b562fd84b85,S3491,R2155,24730,2024-12-12 22:50:59,USSD,Machakos,Airtel,1
6f996e47-b23d-4bd1-a64a-49c8974c9582,S2068,R3874,48534,2024-08-08 19:56:24,Mobile_App,Mombasa,Telkom,0
c7bbc136-b49e-41b8-917e-446870ad6d0d,S1666,R828,39199,2024-11-11 22:29:30,Mobile_App,Kitale,Airtel,0
897c3c50-3569-4006-b480-4de687b12809,S3018,R2891,49760,2024-06-09 10:28:50,USSD,Eldoret,Telkom,1
8a8d8e18-9b5b-4226-ab39-e61ad365687c,S1256,R4856,93103,2024-08-24 12:41:40,USSD,Kitale,Telkom,1
ecc4cbcd-ac2f-4a9b-9f27-b7a94e0d4fa9,S3551,R1670,47998,2024-09-11 22:29:34,USSD,Homa Bay,Safaricom,0
f4b0dad5-cab6-4092-9e39-a96424b743f4,S2877,R3704,96016,2024-07-20 11:38:04,Mobile_App,Mombasa,Telkom,1
cf160bcf-a925-427b-ac7d-ed499e1781a6,S4816,R3577,44580,2024-07-08 16:32:23,USSD,Nanyuki,Telkom,0
8f135153-8b40-4adf-9368-9f87c840de3b,S671,R801,62557,2024-04-27 18:46:31,USSD,Bungoma,Airtel,1
f9dc1f91-8387-49fa-8512-63ac4ef5a005,S1345,R2614,68495,2024-05-16 15:26:47,Web_Portal,Lamu,Safaricom,0
8c1bdbeb-6166-4f5a-9f45-59460a52b0f5,S1936,R2476,87770,2024-06-05 22:43:00,Web_Portal,Bungoma,Telkom,0
891b03c4-2a31-40b3-927b-dba4d8a9270a,S1621,R3289,66505,2024-04-15 07:07:35,USSD,Naivasha,Telkom,0
eb9faca8-78fa-4c02-a9ca-e23f888577dc,S1886,R4939,61218,2024-07-17 08:35:16,USSD,Kajiado,Safaricom,1
82b739a6-4d0c-42df-97c8-62687e6486ea,S2574,R812,34697,2024-04-12 09:52:32,USSD,Kajiado,Safaricom,1
293aa1cb-38e6-4fc1-8685-057d88053db5,S2989,R3404,95955,2024-02-10 08:06:11,Mobile_App,Kitale,Telkom,0
4f13ab84-bbe9-45fb-bc81-ebaf1b371e1a,S1156,R4953,59670,2024-03-10 06:54:17,USSD,Kisumu,Safaricom,1
8d61699e-7d8e-45e6-aec8-a57e6136ee5c,S1098,R4296,41098,2024-11-18 17:31:27,Web_Portal,Nyeri,Safaricom,1
0ae9fcc0-7401-44ee-8955-da058ccd70a5,S3499,R1991,2470,2024-07-28 12:53:40,Web_Portal,Kitale,Telkom,1
1a5c8c41-8e5c-4835-b72f-81922b797572,S4918,R4762,95244,2024-02-11 15:24:37,Mobile_App,Kericho,Telkom,0
351e4c33-c27c-45e5-b82d-c74b6d53441e,S2648,R3287,96424,2024-10-21 18:36:36,USSD,Embu,Telkom,0
374f847b-3202-44d2-be60-808ba082c075,S1036,R2748,96273,2024-03-20 10:26:26,USSD,Nairobi,Telkom,0
e4ec6ed1-5c6a-40a3-bebe-b1bc065c9564,S580,R372,83838,2024-04-11 16:51:57,Web_Portal,Mombasa,Safaricom,0
2554d158-166d-4545-a71e-43e5eb4206bb,S3758,R4540,56451,2024-10-19 21:24:53,Mobile_App,Isiolo,Telkom,1
24b1dce5-43e3-4b23-aaa8-96fc8f662359,S3004,R2850,54170,2024-02-03 12:13:31,Mobile_App,Garissa,Safaricom,1
b89390d0-3773-40c1-961d-a63d9fc6242c,S1302,R3738,8162,2024-05-01 13:51:00,Mobile_App,Lamu,Airtel,0
9b2c3678-8bec-4ba6-af7d-5a72ca78abf6,S3587,R2220,72490,2024-08-10 21:04:08,USSD,Eldoret,Airtel,0
43dbe53a-8298-47bc-8e22-7d0e72f2b026,S3578,R1362,26712,2024-08-28 12:07:07,Mobile_App,Nakuru,Airtel,1
54dc9ac5-d70f-44f6-ba2e-3675caa224f3,S839,R51,58720,2024-08-21 21:00:28,Web_Portal,Nanyuki,Airtel,1
4810d1b3-eaf7-4776-b84f-5af3e1c5cc8e,S2318,R4942,97890,2024-03-23 10:24:48,USSD,Embu,Airtel,1
b752e42b-1a4d-4c5d-944e-abb18a82a1ab,S1289,R55,81289,2024-06-03 19:24:57,Web_Portal,Nakuru,Telkom,1
b734b729-73db-4c8f-8eb3-3af66a7997b8,S2979,R1422,57373,2024-10-10 13:27:53,Mobile_App,Nakuru,Telkom,0
095bfa1d-6e74-4fb1-a4db-e99181064736,S3934,R3541,83938,2024-05-07 17:41:21,Web_Portal,Eldoret,Airtel,1
8fd8f50a-bdf1-491f-aaef-99c941a20719,S4464,R3233,44155,2024-01-01 16:58:20,USSD,Kilifi,Safaricom,1
e3bff21b-3c3c-4989-adbe-d78e7ea45b50,S2000,R1011,31928,2024-03-04 11:02:25,USSD,Embu,Telkom,1
0cc5c4bb-46fe-4c58-9fe9-03d7880f8a68,S3127,R3107,81435,2024-02-21 23:31:07,USSD,Embu,Telkom,0
b5c53de0-a950-491b-ad05-416b366a5f69,S2256,R755,19337,2024-12-09 21:54:27,Mobile_App,Lamu,Airtel,0
27a18108-60bc-4fe4-9f1a-a1c7c083be19,S3423,R1247,1614,2024-01-20 09:28:38,Mobile_App,Voi,Safaricom,0
3b77553d-6a19-457f-a8b3-83e7028da617,S2797,R3166,25355,2024-10-15 06:18:12,Mobile_App,Voi,Telkom,0
7c48c388-484f-417b-a74f-496ef05c86c6,S2410,R1810,19381,2024-03-06 16:07:23,USSD,Homa Bay,Telkom,1
ce596c6e-4930-486a-942a-6a1b0918e074,S541,R4605,41286,2024-09-02 15:27:37,Mobile_App,Kericho,Safaricom,0
9c5a7067-839d-4c66-be49-52c164ac5ba0,S4369,R4175,26762,2024-05-26 08:43:19,Mobile_App,Homa Bay,Airtel,1
96ed90ae-6ce2-4610-9178-091ba5de0f63,S776,R4612,27283,2024-12-20 20:33:11,Web_Portal,Homa Bay,Telkom,1
12acf501-ce61-47c3-b9b8-94db497cb610,S4727,R4050,38764,2024-01-01 17:50:23,Mobile_App,Nakuru,Safaricom,1
c3f823dc-084e-4324-9827-dd8d32f8ee12,S1,R2462,13159,2024-02-26 13:14:32,Web_Portal,Kericho,Safaricom,0
48b96ca0-9fa1-4aa1-9bfd-6ad1dc2f07a7,S4763,R4692,91387,2024-11-13 14:09:18,USSD,Kilifi,Airtel,0
14625c35-e9c9-4efa-9a33-187bd6709b5c,S4444,R374,14441,2024-02-02 21:28:23,Mobile_App,Meru,Safaricom,0
499eaa7c-ff89-4b78-a753-e1a4e44d32ff,S1374,R41,15887,2024-01-23 14:34:27,USSD,Eldoret,Telkom,1
7ca84c1a-62d3-484d-b7da-5dcd1c6d4efc,S4569,R2568,18323,2024-04-25 06:40:21,Mobile_App,Kitale,Safaricom,1
b0041e42-3e33-4208-90eb-d698c3b6c6b3,S4563,R4740,93592,2024-08-16 10:03:20,Mobile_App,Embu,Airtel,0
8ac41c94-0a8a-43ba-967d-4c6779ab8f66,S943,R1566,66162,2024-02-28 08:34:46,Mobile_App,Kitale,Airtel,1
ff314072-a35c-40bd-b818-57dd646e819f,S2066,R4974,41715,2024-05-24 08:47:46,Web_Portal,Isiolo,Airtel,1
739f5be6-ce28-443e-8f4e-648491bbde0e,S72,R4359,36460,2024-05-07 06:19:16,Web_Portal,Embu,Airtel,1
4442a180-8447-44ac-9a7f-c05ff306a4fe,S2445,R3861,53936,2024-09-10 19:46:54,Mobile_App,Lamu,Airtel,0
9638e4a5-b5f7-4a4f-8393-c4807f6b4717,S3873,R2365,68631,2024-10-07 14:51:42,USSD,Mombasa,Safaricom,1
40e77cdb-1a12-4e60-82c0-74d839446cf3,S1468,R2614,66554,2024-09-19 21:05:32,Mobile_App,Lamu,Telkom,1
51a83348-2ac4-47b6-88fd-789d315b31cd,S1656,R1203,6101,2024-11-15 16:16:15,Web_Portal,Kilifi,Airtel,0
c001aef2-7ce2-4777-abe6-66a6a280daed,S1460,R3423,89923,2024-04-22 12:43:46,USSD,Kajiado,Telkom,1
2a1f7426-e83a-4c4b-bcd2-4964e52f8f3e,S176,R1151,14632,2024-04-26 15:01:51,Mobile_App,Eldoret,Airtel,0
a9680be8-2dc4-4f77-ab8c-e7a53a3f84dd,S3457,R238,74346,2024-09-21 09:47:30,Web_Portal,Eldoret,Telkom,0
6b8d78e8-ff61-4c86-a5e5-d5171910aa0b,S2278,R980,60986,2024-10-09 20:08:41,USSD,Nanyuki,Airtel,0
b73d27ce-7590-44ea-88fb-ec816492ea2a,S4976,R490,69293,2024-02-03 17:41:07,Web_Portal,Naivasha,Airtel,0
ddcc10b3-df6f-46d3-9e9a-6d00e8e5e302,S2430,R2275,80441,2024-06-23 09:59:26,Web_Portal,Mombasa,Safaricom,1
3e46b6bb-25b4-48b9-a587-e549062d22a3,S4322,R2806,58652,2024-08-02 18:19:02,USSD,Kitale,Airtel,1
dae0f133-cb51-41a8-b8ea-4e934d611af7,S2438,R4045,13418,2024-04-16 18:56:05,Mobile_App,Kakamega,Safaricom,1
52961c10-ba6c-4628-a0ee-413198ed1a15,S1290,R1296,93257,2024-07-03 10:45:50,Web_Portal,Garissa,Safaricom,0
74c3761d-1d32-4e5c-b55e-4d5bab13f1d5,S2936,R3177,6314,2024-10-27 10:21:19,Web_Portal,Voi,Airtel,0
d85b8fe2-159f-4964-9d5e-8f7fa6935f00,S3606,R3237,15832,2024-04-21 21:57:41,Web_Portal,Voi,Airtel,0
06ca3b7c-61bc-405a-8d84-b6373bfa2a55,S1475,R2725,47776,2024-09-19 15:05:18,USSD,Kitale,Safaricom,1
2d7d39aa-891b-4c7a-9f4c-9cfccaf6b819,S1746,R4865,38946,2024-07-08 12:11:44,Web_Portal,Voi,Airtel,1
77629108-9248-4269-a5ed-cca26eb12bc8,S3912,R2173,17151,2024-09-30 10:55:14,USSD,Kitale,Safaricom,1
71571fe5-bd4f-488d-9a64-66a1e4f557ed,S4246,R4816,21483,2024-02-06 07:01:01,USSD,Thika,Safaricom,1
022918bc-e864-4601-8218-8ebd7601998f,S927,R3921,77300,2024-04-02 17:57:46,Web_Portal,Kitale,Safaricom,0
e18db34a-a900-4edb-93f2-83c61f975ee9,S4718,R4382,93144,2024-11-04 06:55:16,Mobile_App,Homa Bay,Telkom,0
1c5679f2-4402-4372-8ede-3b6ad395b448,S3977,R2053,12456,2024-04-11 11:33:26,Mobile_App,Machakos,Telkom,1
c1811e58-5cb3-4e24-8872-b1eebfe2f798,S161,R2019,23221,2024-07-31 16:31:40,Mobile_App,Kitale,Telkom,0
56ad8f40-30dc-423a-8986-3af1de490d50,S2984,R1815,26271,2024-12-21 22:21:13,Mobile_App,Malindi,Telkom,1
c1028fcf-394f-4c19-8615-9d5a24b3f701,S2986,R2261,3904,2024-02-02 13:48:04,Web_Portal,Mombasa,Safaricom,1
6c840d9d-8beb-416f-a37c-c76abf40a56e,S4730,R2496,35336,2024-01-24 14:53:30,USSD,Voi,Airtel,0
e5520fe4-8999-4b17-ae93-005aaff53e1a,S1201,R1370,79711,2024-05-15 22:53:15,Mobile_App,Machakos,Safaricom,0
a649a3b2-bd4d-43f8-8f17-d3055910b6b6,S4403,R979,51812,2024-01-07 07:31:12,Web_Portal,Isiolo,Telkom,1
f33c7d84-08eb-4a40-b7ec-b94cf1ad260d,S3577,R680,99584,2024-09-14 23:36:12,USSD,Nyeri,Telkom,1
d6e320ed-e427-4f67-9674-06c478b13d8c,S2472,R3092,74965,2024-03-02 18:10:53,Mobile_App,Nairobi,Telkom,0
64435359-69d5-4883-b4cc-beb000cf3406,S1002,R427,23553,2024-12-09 11:05:31,Mobile_App,Kakamega,Telkom,1
4f78f183-0ccc-4657-bfa1-caac809ccadc,S4132,R1295,53426,2024-08-09 16:29:18,Web_Portal,Mombasa,Airtel,0
c2f5dca8-ef26-4da8-b581-e4954c6f4e50,S3133,R2937,34124,2024-05-02 16:08:49,Mobile_App,Thika,Safaricom,1
1a39ef6f-17d9-46e4-8d47-cde12581686d,S3920,R4849,83218,2024-10-13 22:12:52,Web_Portal,Nanyuki,Telkom,0
f1621747-2258-4272-8de4-c312a542deba,S3242,R2587,26533,2024-06-15 11:12:14,Web_Portal,Kisumu,Telkom,0
94900221-3fcf-4ba3-8b2c-70dbaf6f8bad,S1517,R2370,9270,2024-04-22 17:09:46,Mobile_App,Eldoret,Safaricom,0
0abd4933-4ff9-477e-b705-b3d9deec7fe2,S4003,R510,87968,2024-12-10 22:59:02,USSD,Kilifi,Safaricom,0
1a1ceaea-cc79-47ae-b306-1b831ebb9a37,S4727,R4584,40301,2024-03-04 11:07:25,Web_Portal,Mombasa,Airtel,0
2d49ffd0-cb82-463f-aed6-9532276cad68,S2457,R3981,93483,2024-06-07 08:14:18,Mobile_App,Mombasa,Telkom,1
d2d50c20-2599-4171-9430-2971a9caa72e,S4382,R461,67279,2024-04-27 21:26:46,USSD,Malindi,Airtel,0
200fcb21-4643-4f17-85e4-aa2b7c51d719,S2075,R2485,52216,2024-06-30 19:49:49,USSD,Kilifi,Safaricom,1
3a370673-126f-41a5-b06d-942050d63e4c,S4371,R718,40551,2024-04-24 16:30:08,Web_Portal,Meru,Safaricom,0
5e314aaa-e0ae-4a15-8e48-4f74556c2b7a,S97,R1854,32700,2024-01-12 16:23:29,Web_Portal,Homa Bay,Safaricom,1
22f6dd53-b425-4280-ae33-82f1732bd88b,S1156,R1187,94574,2024-07-12 22:40:18,USSD,Nairobi,Telkom,1
